,hero,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,TEAM,WIN_LOSE,game_ID,Tournamets,Patch,Date
5,Ekko,MMD,TOP,,4,3,7,3.7,208,5,3,6.8,11818,387,19.5%,,14,4,2,,,0.46,0.07,0.13,,11518,3435,8083,0,377,20.3%,0.36,57.9%,1,1,0,0,0,-314,-39,-1083,-1,,,,,,,,,,,,,,,,Flash Wolves,WIN ,5276,IEM Oakland 2016,6.21,2016-11-20
6,Lee Sin,Karsa,JUNGLE,,2,2,9,5.5,127,73,15,4.2,11008,361,18.2%,,29,12,9,,,0.95,0.29,0.39,,6313,5703,596,14,207,11.2%,0.36,57.9%,,0,0,0,0,6,-20,-852,-1,,,,,,,,,,,,,,,,Flash Wolves,WIN ,5276,IEM Oakland 2016,6.21,2016-11-20
7,Aurelion Sol,Maple,MID,,6,0,11,Perfect KDA,313,7,5,10.3,14662,480,24.2%,,17,4,3,,,0.56,0.1,0.13,,19734,534,19200,0,647,34.9%,0.56,89.5%,,0,0,0,0,1819,9,1442,1,,,,,,,,,,,,,,,,Flash Wolves,WIN ,5276,IEM Oakland 2016,6.21,2016-11-20
8,Ashe,DoubleRed,ADC,,7,0,4,Perfect KDA,285,12,1,9.3,14686,481,24.3%,,9,9,2,,,0.29,0.07,0.29,,15215,13592,1165,458,499,26.9%,0.36,57.9%,,1,0,0,0,1666,32,1024,1,,,,,,,,,,,,,,,,Flash Wolves,WIN ,5276,IEM Oakland 2016,6.21,2016-11-20
9,Tahm Kench,SwordArt,SUPPORT,,0,3,11,3.7,38,0,0,1.2,8346,273,13.8%,,43,4,7,,,1.41,0.23,0.13,,3829,331,3498,0,125,6.8%,0.36,57.9%,,0,0,0,0,729,4,406,0,,,,,,,,,,,,,,,,Flash Wolves,WIN ,5276,IEM Oakland 2016,6.21,2016-11-20
0,Poppy,Hauntzer,TOP,,6,3,7,4.3,324,5,10,8.6,16780,447,22.2%,,20,9,4,,,0.53,0.11,0.24,,24847,18029,6818,0,661,24.2%,0.35,46.4%,2,0,0,0,0,688,7,1172,1,,,,,,,,,,,,,,,,Team SoloMid,WIN,5272,IEM Oakland 2016,6.21,2016-11-20
1,Olaf,Svenskeren,JUNGLE,,8,3,8,5.3,147,67,52,3.9,14871,396,19.7%,,25,14,4,,,0.67,0.11,0.37,,14998,9625,1215,4158,399,14.6%,0.43,57.1%,1,2,0,0,0,2154,27,2794,3,,,,,,,,,,,,,,,,Team SoloMid,WIN,5272,IEM Oakland 2016,6.21,2016-11-20
2,Zilean,Bjergsen,MID,,4,2,10,7,347,13,7,9.2,16561,441,21.9%,,21,7,6,,,0.56,0.16,0.19,,17238,1466,15697,75,459,16.8%,0.37,50%,,1,0,0,0,1709,29,1752,2,,,,,,,,,,,,,,,,Team SoloMid,WIN,5272,IEM Oakland 2016,6.21,2016-11-20
3,Ezreal,WildTurtle,ADC,,10,4,7,4.3,265,21,15,7.1,16487,439,21.8%,,15,7,3,,,0.4,0.08,0.19,,31289,22263,8466,560,833,30.5%,0.45,60.7%,1,0,0,0,0,348,-16,120,0,,,,,,,,,,,,,,,,Team SoloMid,WIN,5272,IEM Oakland 2016,6.21,2016-11-20
4,Zyra,Biofrost,SUPPORT,,0,2,11,5.5,38,0,0,1,10808,288,14.3%,,44,15,4,,,1.17,0.11,0.4,,14143,773,12534,836,376,13.8%,0.29,39.3%,,0,0,0,0,-174,0,83,0,,,,,,,,,,,,,,,,Team SoloMid,WIN,5272,IEM Oakland 2016,6.21,2016-11-20
5,Gangplank,Vizicsacsi,TOP,,2,5,8,2,316,2,0,8.4,15512,413,23.8%,,23,1,5,,,0.61,0.13,0.03,,33371,22033,6012,5326,888,31%,0.27,71.4%,1,0,0,0,0,-688,-7,-1172,-1,,,,,,,,,,,,,,,,Unicorns Of Love,LOSS ,5272,IEM Oakland 2016,6.21,2016-11-20
6,Lee Sin,Move,JUNGLE,,3,7,2,0.7,92,59,11,2.4,10690,285,16.4%,,40,13,10,,,1.06,0.27,0.35,,9673,8010,1639,24,257,9%,0.13,35.7%,1,0,0,0,0,-2154,-27,-2794,-3,,,,,,,,,,,,,,,,Unicorns Of Love,LOSS ,5272,IEM Oakland 2016,6.21,2016-11-20
7,Viktor,Exile,MID,,3,5,3,1.2,333,18,0,8.9,13941,371,21.4%,,13,4,4,,,0.35,0.11,0.11,,23534,188,23246,100,626,21.9%,0.16,42.9%,,0,0,0,0,-1709,-29,-1752,-2,,,,,,,,,,,,,,,,Unicorns Of Love,LOSS ,5272,IEM Oakland 2016,6.21,2016-11-20
8,Jhin,Veritas,ADC,,5,4,5,2.5,323,17,1,8.6,14983,399,23%,,13,2,1,,,0.35,0.03,0.05,,24947,20933,3694,320,664,23.2%,0.27,71.4%,2,1,0,0,0,-348,16,-120,0,,,,,,,,,,,,,,,,Unicorns Of Love,LOSS ,5272,IEM Oakland 2016,6.21,2016-11-20
9,Miss Fortune,Hylissang,SUPPORT,,1,7,5,0.9,36,0,0,1,10000,266,15.4%,,40,12,7,,,1.06,0.19,0.32,,16070,4700,10282,1088,428,14.9%,0.16,42.9%,,0,0,0,0,174,0,-83,0,,,,,,,,,,,,,,,,Unicorns Of Love,LOSS ,5272,IEM Oakland 2016,6.21,2016-11-20
0,Kennen,Vizicsacsi,TOP,,4,7,7,1.6,215,1,0,7.4,11579,397,19.5%,,10,2,2,,,0.34,0.07,0.07,,24508,4649,19759,100,841,30.3%,0.38,45.8%,1,0,0,0,0,219,28,51,0,,,,,,,,,,,,,,,,Unicorns Of Love,WIN,5273,IEM Oakland 2016,6.21,2016-11-20
1,Olaf,Move,JUNGLE,,3,3,7,3.3,106,67,13,3.6,10758,369,18.1%,,12,11,6,,,0.41,0.21,0.38,,8606,5974,911,1721,295,10.6%,0.34,41.7%,,0,0,0,0,-632,-2,-680,0,,,,,,,,,,,,,,,,Unicorns Of Love,WIN,5273,IEM Oakland 2016,6.21,2016-11-20
2,Orianna,Exile,MID,,10,4,6,4,254,12,0,8.7,14316,491,24.1%,,12,3,2,,,0.41,0.07,0.1,,22473,949,21524,0,771,27.8%,0.55,66.7%,3,0,1,0,0,-434,-13,-264,0,,,,,,,,,,,,,,,,Unicorns Of Love,WIN,5273,IEM Oakland 2016,6.21,2016-11-20
3,Ashe,Veritas,ADC,,6,0,12,Perfect KDA,268,8,4,9.2,14080,483,23.7%,,9,4,1,,,0.31,0.03,0.14,,18843,15700,2093,1050,646,23.3%,0.62,75%,1,0,0,0,0,790,30,651,1,,,,,,,,,,,,,,,,Unicorns Of Love,WIN,5273,IEM Oakland 2016,6.21,2016-11-20
4,Bard,Hylissang,SUPPORT,,1,6,7,1.3,24,0,0,0.8,8692,298,14.6%,,28,7,6,,,0.96,0.21,0.24,,6456,1721,4735,0,221,8%,0.27,33.3%,,0,0,0,0,-234,1,949,1,,,,,,,,,,,,,,,,Unicorns Of Love,WIN,5273,IEM Oakland 2016,6.21,2016-11-20
5,Ekko,Hauntzer,TOP,,4,4,5,2.3,204,0,0,7,11071,380,21.3%,,13,3,2,,,0.45,0.07,0.1,,13883,5829,8054,0,476,19.5%,0.31,45%,1,0,0,0,0,-219,-28,-51,0,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,5273,IEM Oakland 2016,6.21,2016-11-20
6,Lee Sin,Svenskeren,JUNGLE,,5,3,11,5.3,112,81,13,3.8,11233,385,21.6%,,29,4,5,,,0.99,0.17,0.14,,11192,9516,1193,483,384,15.7%,0.55,80%,1,1,0,0,0,632,2,680,0,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,5273,IEM Oakland 2016,6.21,2016-11-20
7,Cassiopeia,Bjergsen,MID,,4,4,9,3.3,231,20,1,7.9,11228,385,21.6%,,11,1,2,,,0.38,0.07,0.03,,18282,201,18081,0,627,25.7%,0.45,65%,,0,0,0,0,434,13,264,0,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,5273,IEM Oakland 2016,6.21,2016-11-20
8,Jhin,WildTurtle,ADC,,3,6,4,1.2,180,1,0,6.2,9964,342,19.2%,,11,2,2,,,0.38,0.07,0.07,,15854,13743,2111,0,544,22.3%,0.24,35%,,1,0,0,0,-790,-30,-651,-1,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,5273,IEM Oakland 2016,6.21,2016-11-20
9,Zyra,Biofrost,SUPPORT,,4,7,6,1.4,24,0,0,0.8,8483,291,16.3%,,30,5,4,,,1.03,0.14,0.17,,11956,1050,10906,0,410,16.8%,0.34,50%,,1,0,0,0,234,-1,-949,-1,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,5273,IEM Oakland 2016,6.21,2016-11-20
0,Kennen,Vizicsacsi,TOP,,3,4,12,3.8,304,0,0,8.5,14783,411,21.1%,,20,3,4,,,0.56,0.11,0.08,,29765,3605,25910,250,828,26.2%,0.42,65.2%,1,0,0,0,0,1675,25,1479,1,,,,,,,,,,,,,,,,Unicorns Of Love,WIN,5274,IEM Oakland 2016,6.21,2016-11-20
1,Olaf,Move,JUNGLE,,5,2,10,7.5,130,47,38,3.6,13421,373,19.1%,,24,15,7,,,0.67,0.19,0.42,,12303,7742,698,3863,342,10.8%,0.42,65.2%,2,0,0,0,0,242,-15,-875,-1,,,,,,,,,,,,,,,,Unicorns Of Love,WIN,5274,IEM Oakland 2016,6.21,2016-11-20
2,Kassadin,Exile,MID,,8,3,8,5.3,279,10,6,7.8,15294,425,21.8%,,15,2,6,,,0.42,0.17,0.06,,31406,2603,28653,150,874,27.7%,0.45,69.6%,,0,2,0,0,729,-5,352,1,,,,,,,,,,,,,,,,Unicorns Of Love,WIN,5274,IEM Oakland 2016,6.21,2016-11-20
3,Ezreal,Veritas,ADC,,7,3,8,5,307,17,3,8.5,16606,462,23.7%,,10,7,1,,,0.28,0.03,0.19,,31298,23958,5852,1488,871,27.6%,0.42,65.2%,,1,0,0,0,622,12,239,0,,,,,,,,,,,,,,,,Unicorns Of Love,WIN,5274,IEM Oakland 2016,6.21,2016-11-20
4,Bard,Hylissang,SUPPORT,,0,5,12,2.4,18,0,1,0.5,10096,281,14.4%,,45,14,12,,,1.25,0.33,0.39,,8759,1773,6986,0,244,7.7%,0.33,52.2%,,0,0,0,0,184,-12,477,0,,,,,,,,,,,,,,,,Unicorns Of Love,WIN,5274,IEM Oakland 2016,6.21,2016-11-20
5,Ekko,Hauntzer,TOP,,5,5,5,2,285,0,0,7.9,13991,389,22.4%,,16,2,2,,,0.45,0.06,0.06,,16782,7433,9349,0,467,20.7%,0.28,62.5%,,0,0,0,0,-1675,-25,-1479,-1,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,5274,IEM Oakland 2016,6.21,2016-11-20
6,Lee Sin,Svenskeren,JUNGLE,,3,6,8,1.8,139,98,12,3.9,12120,337,19.4%,,27,10,4,,,0.75,0.11,0.28,,10789,9800,893,96,300,13.3%,0.31,68.8%,,1,0,0,0,-242,15,875,1,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,5274,IEM Oakland 2016,6.21,2016-11-20
7,Viktor,Bjergsen,MID,,4,5,8,2.4,304,4,0,8.5,13765,383,22.1%,,10,3,4,,,0.28,0.11,0.08,,25740,596,25144,0,716,31.7%,0.33,75%,,0,1,0,0,-729,5,-352,-1,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,5274,IEM Oakland 2016,6.21,2016-11-20
8,Jhin,WildTurtle,ADC,,4,4,10,3.5,249,4,1,6.9,13160,366,21.1%,,17,6,5,,,0.47,0.14,0.17,,21265,18195,2452,618,592,26.2%,0.39,87.5%,,0,1,0,0,-622,-12,-239,0,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,5274,IEM Oakland 2016,6.21,2016-11-20
9,Braum,Biofrost,SUPPORT,,0,3,9,3,54,0,0,1.5,9306,259,14.9%,,42,15,4,,,1.17,0.11,0.42,,6652,951,5701,0,185,8.2%,0.25,56.3%,,0,0,0,0,-184,12,-477,0,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,5274,IEM Oakland 2016,6.21,2016-11-20
0,Poppy,Swip3rR,TOP,,0,3,5,1.7,370,3,0,7.6,16722,343,20.1%,,29,8,5,,,0.6,0.1,0.16,,17975,13687,4288,0,369,14.9%,0.1,35.7%,,0,0,0,0,-641,-19,-562,-1,,,,,,,,,,,,,,,,Chiefs eSports Club,LOSS,5234,IEM Oakland 2016,6.21,2016-11-19
1,Elise,Spookz,JUNGLE,,4,6,8,2,171,94,21,3.5,16401,337,19.7%,,45,18,11,,,0.92,0.23,0.37,,24454,2084,22013,357,502,20.3%,0.25,85.7%,1,0,0,0,0,-1063,-22,-1444,-1,,,,,,,,,,,,,,,,Chiefs eSports Club,LOSS,5234,IEM Oakland 2016,6.21,2016-11-19
2,Orianna,Swiffer,MID,,7,4,5,3,420,31,6,8.6,20090,413,24.2%,,22,8,3,,,0.45,0.06,0.16,,32768,1358,31310,100,673,27.1%,0.25,85.7%,,0,1,0,0,-95,7,250,1,,,,,,,,,,,,,,,,Chiefs eSports Club,LOSS,5234,IEM Oakland 2016,6.21,2016-11-19
3,Ezreal,Raes,ADC,,1,6,5,1,380,33,2,7.8,17225,354,20.7%,,12,8,1,,,0.25,0.02,0.16,,40277,30981,8680,616,827,33.4%,0.12,42.9%,,0,0,0,0,238,0,322,0,,,,,,,,,,,,,,,,Chiefs eSports Club,LOSS,5234,IEM Oakland 2016,6.21,2016-11-19
4,Tahm Kench,EGym,SUPPORT,,2,8,4,0.8,69,0,1,1.4,12700,261,15.3%,,71,17,18,,,1.46,0.37,0.35,,5230,883,4347,0,107,4.3%,0.12,42.9%,,0,0,0,0,175,18,-53,0,,,,,,,,,,,,,,,,Chiefs eSports Club,LOSS,5234,IEM Oakland 2016,6.21,2016-11-19
5,Ekko,Expession,TOP,,7,2,11,9,413,2,2,8.5,20146,414,21%,,22,8,2,,,0.45,0.04,0.16,,31040,14605,14811,1624,638,21.4%,0.37,66.7%,,0,1,0,0,641,19,562,1,,,,,,,,,,,,,,,,Longzhu Gaming,WIN ,5234,IEM Oakland 2016,6.21,2016-11-19
6,Lee Sin,Chaser,JUNGLE,,5,2,17,11,200,111,33,4.1,18498,380,19.3%,,33,26,6,,,0.68,0.12,0.53,,20209,15796,3751,662,415,14%,0.45,81.5%,,0,0,0,0,1063,22,1444,1,,,,,,,,,,,,,,,,Longzhu Gaming,WIN ,5234,IEM Oakland 2016,6.21,2016-11-19
7,Viktor,Frozen,MID,,7,5,10,3.4,442,26,12,9.1,21475,441,22.4%,,27,9,8,,,0.55,0.16,0.18,,43658,432,42886,340,897,30.1%,0.35,63%,1,1,0,0,0,95,-7,-250,-1,,,,,,,,,,,,,,,,Longzhu Gaming,WIN ,5234,IEM Oakland 2016,6.21,2016-11-19
8,Ashe,Fury,ADC,,6,2,11,8.5,436,21,13,9,21335,438,22.2%,,19,13,6,,,0.39,0.12,0.27,,37777,34425,3012,340,776,26.1%,0.35,63%,,1,0,0,0,-238,0,-322,0,,,,,,,,,,,,,,,,Longzhu Gaming,WIN ,5234,IEM Oakland 2016,6.21,2016-11-19
9,Karma,Pure,SUPPORT,,2,3,19,7,34,0,0,0.7,14496,298,15.1%,,67,25,18,,,1.38,0.37,0.51,,12158,1345,8915,1898,250,8.4%,0.43,77.8%,,0,0,0,0,-175,-18,53,0,,,,,,,,,,,,,,,,Longzhu Gaming,WIN ,5234,IEM Oakland 2016,6.21,2016-11-19
0,Jayce,Expession,TOP,,6,2,11,8.5,197,6,4,7.2,12000,440,21.3%,,12,4,1,,,0.44,0.04,0.15,,16639,13735,2904,0,610,26.5%,0.62,68%,,1,0,0,0,649,1,171,0,,,,,,,,,,,,,,,,Longzhu Gaming,WIN,5235,IEM Oakland 2016,6.21,2016-11-19
1,Lee Sin,Chaser,JUNGLE,,6,3,12,6,96,44,23,3.5,11599,425,20.5%,,27,7,11,,,0.99,0.4,0.26,,12906,10261,2243,402,473,20.6%,0.66,72%,2,0,0,0,0,235,-3,231,1,,,,,,,,,,,,,,,,Longzhu Gaming,WIN,5235,IEM Oakland 2016,6.21,2016-11-19
2,Viktor,Frozen,MID,,7,4,8,3.8,183,5,2,6.7,11973,439,21.2%,,15,4,5,,,0.55,0.18,0.15,,16780,503,16277,0,615,26.7%,0.55,60%,1,1,0,0,0,-544,-25,-414,0,,,,,,,,,,,,,,,,Longzhu Gaming,WIN,5235,IEM Oakland 2016,6.21,2016-11-19
3,Jhin,Fury,ADC,,4,3,13,5.7,178,8,1,6.5,11669,428,20.7%,,12,0,4,,,0.44,0.15,0,,12898,10883,2015,0,473,20.6%,0.62,68%,,0,0,0,0,1406,20,1220,1,,,,,,,,,,,,,,,,Longzhu Gaming,WIN,5235,IEM Oakland 2016,6.21,2016-11-19
4,Braum,Pure,SUPPORT,,2,1,15,17,46,0,0,1.7,9218,338,16.3%,,36,15,8,,,1.32,0.29,0.55,,3530,432,3098,0,129,5.6%,0.62,68%,,0,0,0,0,488,9,686,1,,,,,,,,,,,,,,,,Longzhu Gaming,WIN,5235,IEM Oakland 2016,6.21,2016-11-19
5,Kennen,Swip3rR,TOP,,1,5,3,0.8,176,2,0,6.5,8611,316,19.7%,,13,2,4,,,0.48,0.15,0.07,,8481,1296,7185,0,311,19.1%,0.15,33.3%,,0,0,0,0,-649,-1,-171,0,,,,,,,,,,,,,,,,Chiefs eSports Club,LOSS ,5235,IEM Oakland 2016,6.21,2016-11-19
6,Olaf,Spookz,JUNGLE,,3,7,5,1.1,109,58,29,4,9245,339,21.1%,,21,3,3,,,0.77,0.11,0.11,,12905,8675,1180,3050,473,29.1%,0.29,66.7%,,0,0,0,0,-235,3,-231,-1,,,,,,,,,,,,,,,,Chiefs eSports Club,LOSS ,5235,IEM Oakland 2016,6.21,2016-11-19
7,Orianna,Swiffer,MID,,6,6,2,1.3,229,7,5,8.4,10891,399,24.9%,,9,4,2,,,0.33,0.07,0.15,,14380,514,13866,0,527,32.4%,0.29,66.7%,2,1,0,0,0,544,25,414,0,,,,,,,,,,,,,,,,Chiefs eSports Club,LOSS ,5235,IEM Oakland 2016,6.21,2016-11-19
8,Ashe,Raes,ADC,,1,5,1,0.4,164,2,0,6,8170,300,18.7%,,6,0,1,,,0.22,0.04,0,,4499,3510,989,0,165,10.1%,0.07,16.7%,1,0,0,0,0,-1406,-20,-1220,-1,,,,,,,,,,,,,,,,Chiefs eSports Club,LOSS ,5235,IEM Oakland 2016,6.21,2016-11-19
9,Karma,EGym,SUPPORT,,1,2,3,2,22,0,0,0.8,6819,250,15.6%,,40,14,11,,,1.47,0.4,0.51,,4119,991,3128,0,151,9.3%,0.15,33.3%,,0,0,0,0,-488,-9,-686,-1,,,,,,,,,,,,,,,,Chiefs eSports Club,LOSS ,5235,IEM Oakland 2016,6.21,2016-11-19
0,Poppy,Vizicsacsi,TOP,,4,2,5,4.5,210,2,5,8.1,10977,423,20.6%,,11,5,3,,,0.42,0.12,0.19,,13450,9659,3791,0,518,23.7%,0.35,50%,2,0,0,0,0,-7,-4,24,0,,,,,,,,,,,,,,,,Unicorns Of Love,WIN,5231,IEM Oakland 2016,6.21,2016-11-19
1,Lee Sin,Move,JUNGLE,,2,0,9,Perfect KDA,112,63,19,4.3,10240,394,19.2%,,24,12,6,,,0.92,0.23,0.46,,9509,8297,1070,142,366,16.8%,0.42,61.1%,,0,0,0,0,295,-2,-771,0,,,,,,,,,,,,,,,,Unicorns Of Love,WIN,5231,IEM Oakland 2016,6.21,2016-11-19
2,Viktor,Exile,MID,,9,1,0,9,241,10,9,9.3,12872,496,24.2%,,10,6,4,,,0.39,0.15,0.23,,12223,229,11994,0,471,21.6%,0.35,50%,3,1,0,0,0,180,-3,-528,-1,,,,,,,,,,,,,,,,Unicorns Of Love,WIN,5231,IEM Oakland 2016,6.21,2016-11-19
3,Ezreal,Veritas,ADC,,1,0,8,Perfect KDA,259,9,2,10,11442,441,21.5%,,9,1,1,,,0.35,0.04,0.04,,15864,11469,4317,78,611,28%,0.35,50%,,0,0,0,0,1243,32,870,1,,,,,,,,,,,,,,,,Unicorns Of Love,WIN,5231,IEM Oakland 2016,6.21,2016-11-19
4,Tahm Kench,Hylissang,SUPPORT,,2,1,6,8,43,0,0,1.7,7722,297,14.5%,,24,8,3,,,0.92,0.12,0.31,,5661,766,4895,0,218,10%,0.31,44.4%,,0,0,0,0,356,4,479,0,,,,,,,,,,,,,,,,Unicorns Of Love,WIN,5231,IEM Oakland 2016,6.21,2016-11-19
5,Gangplank,yang,TOP,,1,6,2,0.5,199,9,0,7.7,9524,367,24.7%,,12,5,3,,,0.46,0.12,0.19,,15888,8813,4454,2621,612,30.8%,0.12,75%,,0,0,0,0,7,4,-24,0,,,,,,,,,,,,,,,,INTZ eSports,LOSS ,5231,IEM Oakland 2016,6.21,2016-11-19
6,Olaf,Revolta,JUNGLE,,2,3,1,1,105,73,9,4,7846,302,20.3%,,11,12,6,,,0.42,0.23,0.46,,13080,7967,1336,3777,504,25.4%,0.12,75%,,0,0,0,0,-295,2,771,0,,,,,,,,,,,,,,,,INTZ eSports,LOSS ,5231,IEM Oakland 2016,6.21,2016-11-19
7,Orianna,Tockers,MID,,1,2,0,0.5,232,2,1,8.9,8674,334,22.5%,,14,4,5,,,0.54,0.19,0.15,,12539,893,11646,0,483,24.3%,0.04,25%,1,0,0,0,0,-180,3,528,1,,,,,,,,,,,,,,,,INTZ eSports,LOSS ,5231,IEM Oakland 2016,6.21,2016-11-19
8,Jhin,micaO,ADC,,0,5,0,0,176,1,0,6.8,7455,287,19.3%,,8,0,0,,,0.31,0,0,,7298,6590,708,0,281,14.1%,0,0%,,0,0,0,0,-1243,-32,-870,-1,,,,,,,,,,,,,,,,INTZ eSports,LOSS ,5231,IEM Oakland 2016,6.21,2016-11-19
9,Braum,Jockster,SUPPORT,,0,2,1,0.5,26,0,0,1,5110,197,13.2%,,31,3,9,,,1.19,0.35,0.12,,2791,229,2562,0,107,5.4%,0.04,25%,,0,0,0,0,-356,-4,-479,0,,,,,,,,,,,,,,,,INTZ eSports,LOSS ,5231,IEM Oakland 2016,6.21,2016-11-19
0,Kennen,yang,TOP,,0,3,2,0.7,188,2,0,7.5,7606,301,21.7%,,11,3,2,,,0.44,0.08,0.12,,10931,3126,7805,0,433,37.8%,0.08,66.7%,,0,0,0,0,-562,1,-213,0,,,,,,,,,,,,,,,,INTZ eSports,LOSS,5232,IEM Oakland 2016,6.21,2016-11-19
1,Olaf,Revolta,JUNGLE,,2,1,1,3,103,65,1,4.1,7318,290,20.9%,,15,7,6,,,0.59,0.24,0.28,,4826,3297,308,1221,191,16.7%,0.12,100%,,0,0,0,0,-455,-5,-21,-1,,,,,,,,,,,,,,,,INTZ eSports,LOSS,5232,IEM Oakland 2016,6.21,2016-11-19
2,Ryze,Tockers,MID,,1,5,0,0.2,196,7,1,7.8,7861,312,22.4%,,12,3,4,,,0.48,0.16,0.12,,3868,212,3656,0,153,13.4%,0.04,33.3%,,0,0,0,0,-1314,-30,-1615,-1,,,,,,,,,,,,,,,,INTZ eSports,LOSS,5232,IEM Oakland 2016,6.21,2016-11-19
3,Caitlyn,micaO,ADC,,0,3,0,0,173,0,0,6.9,7169,284,20.5%,,10,0,1,,,0.4,0.04,0,,4943,4893,50,0,196,17.1%,0,0%,,0,0,0,0,-2302,-42,-1653,-1,,,,,,,,,,,,,,,,INTZ eSports,LOSS,5232,IEM Oakland 2016,6.21,2016-11-19
4,Zyra,Jockster,SUPPORT,,0,4,1,0.3,13,1,0,0.5,5095,202,14.5%,,28,4,10,,,1.11,0.4,0.16,,4321,389,3932,0,171,15%,0.04,33.3%,,0,0,0,0,-1086,-12,-465,0,,,,,,,,,,,,,,,,INTZ eSports,LOSS,5232,IEM Oakland 2016,6.21,2016-11-19
5,Poppy,Vizicsacsi,TOP,,2,2,6,4,203,0,8,8,10290,408,19.5%,,13,1,2,,,0.52,0.08,0.04,,11610,8502,2580,528,460,26.6%,0.32,50%,,0,0,0,0,562,-1,213,0,,,,,,,,,,,,,,,,Unicorns Of Love,WIN ,5232,IEM Oakland 2016,6.21,2016-11-19
6,Lee Sin,Move,JUNGLE,,2,1,4,6,116,65,14,4.6,9865,391,18.7%,,15,14,3,,,0.59,0.12,0.55,,3743,3236,411,96,148,8.6%,0.24,37.5%,,0,0,0,0,455,5,21,1,,,,,,,,,,,,,,,,Unicorns Of Love,WIN ,5232,IEM Oakland 2016,6.21,2016-11-19
7,Cassiopeia,Exile,MID,,5,0,6,Perfect KDA,246,11,9,9.7,12247,485,23.2%,,11,2,3,,,0.44,0.12,0.08,,15221,339,14882,0,603,34.9%,0.44,68.8%,2,1,0,0,0,1314,30,1615,1,,,,,,,,,,,,,,,,Unicorns Of Love,WIN ,5232,IEM Oakland 2016,6.21,2016-11-19
8,Jhin,Veritas,ADC,,3,0,4,Perfect KDA,242,8,3,9.6,11923,473,22.6%,,8,4,1,,,0.32,0.04,0.16,,9464,7575,1805,84,375,21.7%,0.28,43.8%,,1,0,0,0,2302,42,1653,1,,,,,,,,,,,,,,,,Unicorns Of Love,WIN ,5232,IEM Oakland 2016,6.21,2016-11-19
9,Tahm Kench,Hylissang,SUPPORT,,4,0,5,Perfect KDA,37,0,1,1.5,8390,332,15.9%,,27,4,5,,,1.07,0.2,0.16,,3619,338,3281,0,143,8.3%,0.36,56.3%,,0,0,0,0,1086,12,465,0,,,,,,,,,,,,,,,,Unicorns Of Love,WIN ,5232,IEM Oakland 2016,6.21,2016-11-19
0,Poppy,CuVee,TOP,,0,0,8,Perfect KDA,429,4,0,7.8,18454,337,18.9%,,29,2,6,,,0.53,0.11,0.04,,30336,19823,10513,0,555,20.4%,0.15,66.7%,,0,0,0,0,-648,-23,-776,-1,,,,,,,,,,,,,,,,Samsung Galaxy,LOSS,4701,World Championship 2016,6.18,2016-10-30
1,Lee Sin,Ambition,JUNGLE,,1,3,7,2.7,212,125,15,3.9,17829,326,18.3%,,81,19,12,,,1.48,0.22,0.35,,11928,9003,2339,586,218,8%,0.15,66.7%,,0,0,0,0,-1616,-34,-1537,-1,,,,,,,,,,,,,,,,Samsung Galaxy,LOSS,4701,World Championship 2016,6.18,2016-10-30
2,Viktor,Crown,MID,,5,2,1,3,558,32,0,10.2,23131,423,23.7%,,30,14,9,,,0.55,0.16,0.26,,37885,363,36897,625,693,25.5%,0.11,50%,2,1,0,0,0,-1041,-23,-548,0,,,,,,,,,,,,,,,,Samsung Galaxy,LOSS,4701,World Championship 2016,6.18,2016-10-30
3,Caitlyn,Ruler,ADC,,5,2,3,4,534,16,1,9.8,22723,416,23.3%,,18,17,5,,,0.33,0.09,0.31,,38294,36578,1070,646,700,25.7%,0.15,66.7%,,1,0,0,0,-422,-10,-184,0,,,,,,,,,,,,,,,,Samsung Galaxy,LOSS,4701,World Championship 2016,6.18,2016-10-30
