,hero,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,TEAM,WIN_LOSE,game_ID
5,Maokai,Ziv,TOP,,1,2,0,0.5,178,0,0,7.4,7442,308,21.9%,,11,0,1,,,0.46,0.04,0,,8630,1131,7499,0,357,26.6%,0.04,100%,1,0,0,0,0,-518,-30,-96,0,,,,,,,,,,,,,,,,ahq e-Sports Club,LOSS ,9041
6,Jarvan IV,Mountain,JUNGLE,,0,1,0,0,107,52,0,4.4,6285,260,18.5%,,21,9,5,,,0.87,0.21,0.37,,4349,3296,1021,32,180,13.4%,0,0%,,0,0,0,0,-696,-7,-153,0,,,,,,,,,,,,,,,,ahq e-Sports Club,LOSS ,9041
7,Fizz,westdoor,MID,,0,2,0,0,174,1,0,7.2,7154,296,21.1%,,9,4,2,,,0.37,0.08,0.17,,7861,846,7015,0,326,24.3%,0,0%,,0,0,0,0,-1478,-37,-618,-1,,,,,,,,,,,,,,,,ahq e-Sports Club,LOSS ,9041
8,Twitch,Anex,ADC,,0,3,0,0,193,7,0,8,7228,299,21.3%,,10,10,2,,,0.41,0.08,0.41,,8847,6685,251,1911,366,27.3%,0,0%,,0,0,0,0,-1528,-15,-325,0,,,,,,,,,,,,,,,,ahq e-Sports Club,LOSS ,9041
9,Karma,Albis,SUPPORT,,0,0,0,Perfect KDA,10,0,0,0.4,5859,243,17.2%,,16,0,7,,,0.66,0.29,0,,2714,394,2320,0,112,8.4%,0,0%,,0,0,0,0,-777,0,58,0,,,,,,,,,,,,,,,,ahq e-Sports Club,LOSS ,9041
0,Maokai,Impact,TOP,,2,2,5,3.5,296,1,0,7.6,13405,343,19.3%,,19,6,2,,,0.49,0.05,0.15,,16672,2113,14405,154,427,22.2%,0.18,87.5%,,0,0,0,0,-465,-22,-625,-1,,,,,,,,,,,,,,,,Cloud 9,LOSS,9040
1,Ezreal,Contractz,JUNGLE,,1,3,2,1,176,77,7,4.5,12714,326,18.4%,,39,27,11,,,1,0.28,0.69,,16966,9699,6461,806,434,22.5%,0.08,37.5%,,0,0,0,0,-623,-6,-654,0,,,,,,,,,,,,,,,,Cloud 9,LOSS,9040
2,Syndra,Jensen,MID,,2,3,4,2,361,2,3,9.2,15225,390,22%,,14,5,5,,,0.36,0.13,0.13,,18572,1379,16824,369,476,24.7%,0.15,75%,,0,0,0,0,-993,8,-1271,-1,,,,,,,,,,,,,,,,Cloud 9,LOSS,9040
3,Xayah,Sneaky,ADC,,3,2,4,3.5,344,1,1,8.8,15802,405,22.8%,,17,18,6,,,0.44,0.15,0.46,,20990,20218,572,200,538,27.9%,0.18,87.5%,,0,0,0,0,-159,-2,-234,-1,,,,,,,,,,,,,,,,Cloud 9,LOSS,9040
4,Janna,Smoothie,SUPPORT,,0,2,6,3,48,0,0,1.2,12135,311,17.5%,,50,8,19,,,1.28,0.49,0.2,,2066,372,977,717,53,2.7%,0.15,75%,,0,0,0,0,-187,2,83,0,,,,,,,,,,,,,,,,Cloud 9,LOSS,9040
5,Jayce,Huni,TOP,,5,2,2,3.5,446,9,18,11.4,18561,475,24.4%,,21,10,3,,,0.54,0.08,0.26,,32011,26007,5333,671,820,39.7%,0.18,58.3%,1,1,0,0,0,465,22,625,1,,,,,,,,,,,,,,,,SK Telecom T1,WIN ,9040
6,Jarvan IV,blank,JUNGLE,,1,3,7,2.7,111,53,10,2.8,11379,291,15%,,41,19,11,,,1.05,0.28,0.49,,4963,3669,1150,144,127,6.2%,0.2,66.7%,,0,0,0,0,623,6,654,0,,,,,,,,,,,,,,,,SK Telecom T1,WIN ,9040
7,Fizz,Faker,MID,,4,2,6,5,295,9,1,7.6,15571,399,20.5%,,19,10,3,,,0.49,0.08,0.26,,11515,1693,9804,18,295,14.3%,0.26,83.3%,,0,0,0,0,993,-8,1271,1,,,,,,,,,,,,,,,,SK Telecom T1,WIN ,9040
8,Twitch,Bang,ADC,,2,0,6,Perfect KDA,400,33,6,10.2,17130,439,22.5%,,18,7,3,,,0.46,0.08,0.18,,28391,18453,5304,4634,727,35.2%,0.2,66.7%,,0,0,0,0,159,2,234,1,,,,,,,,,,,,,,,,SK Telecom T1,WIN ,9040
9,Lulu,Wolf,SUPPORT,,0,1,9,9,71,0,0,1.8,13465,345,17.7%,,45,23,13,,,1.15,0.33,0.59,,3670,926,2136,608,94,4.6%,0.23,75%,,0,0,0,0,187,-2,-83,0,,,,,,,,,,,,,,,,SK Telecom T1,WIN ,9040
0,Jayce,Ziv,TOP,,1,1,0,1,249,3,0,10.2,9292,380,24.4%,,12,3,1,,,0.49,0.04,0.12,,9416,9196,0,220,385,39.4%,0.04,100%,,0,0,0,0,652,24,236,1,,,,,,,,,,,,,,,,ahq e-Sports Club,LOSS,9039
1,Sejuani,Mountain,JUNGLE,,0,3,1,0.3,108,54,0,4.4,6977,285,18.4%,,19,9,6,,,0.78,0.25,0.37,,4552,2157,2335,60,186,19.1%,0.04,100%,,0,0,0,0,82,18,444,1,,,,,,,,,,,,,,,,ahq e-Sports Club,LOSS,9039
2,Ryze,Chawy,MID,,0,2,1,0.5,222,11,0,9.1,8634,353,22.7%,,13,5,4,,,0.53,0.16,0.2,,2106,200,1906,0,86,8.8%,0.04,100%,,0,0,0,0,-1463,-31,-1421,-1,,,,,,,,,,,,,,,,ahq e-Sports Club,LOSS,9039
3,Kog,Anex,ADC,,0,3,0,0,189,7,0,7.7,7375,302,19.4%,,10,3,2,,,0.41,0.08,0.12,,7573,2502,2977,2094,310,31.7%,0,0%,,0,0,0,0,-1241,4,-270,0,,,,,,,,,,,,,,,,ahq e-Sports Club,LOSS,9039
4,Janna,Albis,SUPPORT,,0,2,0,0,3,0,0,0.1,5728,234,15.1%,,20,3,4,,,0.82,0.16,0.12,,231,0,231,0,9,1%,0,0%,,0,0,0,0,-1035,-22,-1520,-2,,,,,,,,,,,,,,,,ahq e-Sports Club,LOSS,9039
5,Maokai,Mouse,TOP,,0,0,2,Perfect KDA,174,0,0,7.1,8509,348,16.8%,,12,2,3,,,0.49,0.12,0.08,,3017,315,2702,0,123,8.7%,0.08,18.2%,,0,0,0,0,-652,-24,-236,-1,,,,,,,,,,,,,,,,Edward Gaming,WIN ,9039
6,Jarvan IV,ClearLove,JUNGLE,,0,1,6,6,86,54,5,3.5,8150,333,16.1%,,26,10,10,,,1.06,0.41,0.41,,3038,2218,753,67,124,8.8%,0.25,54.5%,,0,0,0,0,-82,-18,-444,-1,,,,,,,,,,,,,,,,Edward Gaming,WIN ,9039
7,Syndra,Scout,MID,,3,0,2,Perfect KDA,235,8,9,9.6,11172,457,22%,,9,4,4,,,0.37,0.16,0.16,,9914,381,9533,0,405,28.7%,0.2,45.5%,2,0,0,0,0,1463,31,1421,1,,,,,,,,,,,,,,,,Edward Gaming,WIN ,9039
8,Twitch,iBOY,ADC,,8,0,1,Perfect KDA,244,9,0,10,13379,547,26.4%,,13,8,4,,,0.53,0.16,0.33,,17530,13203,2790,1537,717,50.8%,0.37,81.8%,,1,2,0,0,1241,-4,270,0,,,,,,,,,,,,,,,,Edward Gaming,WIN ,9039
9,Lulu,meiko,SUPPORT,,0,0,9,Perfect KDA,37,0,0,1.5,9480,388,18.7%,,28,4,10,,,1.15,0.41,0.16,,992,513,479,0,41,2.9%,0.37,81.8%,,0,0,0,0,1035,22,1520,2,,,,,,,,,,,,,,,,Edward Gaming,WIN ,9039
0,Maokai,Mouse,TOP,,2,1,13,15,215,0,1,6.1,12644,360,17.8%,,18,7,6,,,0.51,0.17,0.2,,12866,1125,11741,0,367,16%,0.43,68.2%,,0,0,0,0,-734,-49,-1317,-1,,,,,,,,,,,,,,,,Edward Gaming,WIN,9038
1,Jarvan IV,ClearLove,JUNGLE,,7,2,13,10,116,58,5,3.3,13166,375,18.6%,,20,9,15,,,0.57,0.43,0.26,,16897,12635,3096,1166,482,21%,0.57,90.9%,,0,0,0,0,93,-29,-690,0,,,,,,,,,,,,,,,,Edward Gaming,WIN,9038
2,Galio,Scout,MID,,5,1,13,18,273,1,5,7.8,14359,409,20.2%,,16,10,9,,,0.46,0.26,0.29,,12159,147,12012,0,347,15.1%,0.51,81.8%,,0,0,0,0,552,3,537,0,,,,,,,,,,,,,,,,Edward Gaming,WIN,9038
3,Caitlyn,iBOY,ADC,,8,1,9,17,388,13,7,11.1,18013,513,25.4%,,12,13,3,,,0.34,0.09,0.37,,35266,24360,9740,1166,1005,43.7%,0.48,77.3%,,0,0,0,0,940,27,730,1,,,,,,,,,,,,,,,,Edward Gaming,WIN,9038
4,Lulu,meiko,SUPPORT,,0,1,20,20,17,0,0,0.5,12778,364,18%,,41,12,15,,,1.17,0.43,0.34,,3421,1014,2407,0,98,4.2%,0.57,90.9%,,0,0,0,0,187,-14,293,0,,,,,,,,,,,,,,,,Edward Gaming,WIN,9038
5,Cho,Impact,TOP,,1,3,4,1.7,298,6,0,8.5,11768,335,20.4%,,18,6,5,,,0.51,0.14,0.17,,8874,1311,5008,2555,253,13.2%,0.14,83.3%,,0,0,0,0,734,49,1317,1,,,,,,,,,,,,,,,,Cloud 9,LOSS ,9038
6,Graves,Contractz,JUNGLE,,2,5,2,0.8,196,82,12,5.6,11023,314,19.1%,,27,9,6,,,0.77,0.17,0.26,,13137,11497,1060,580,374,19.5%,0.11,66.7%,,0,0,0,0,-93,29,690,0,,,,,,,,,,,,,,,,Cloud 9,LOSS ,9038
7,Ryze,Jensen,MID,,3,4,2,1.3,312,3,1,8.9,12857,366,22.3%,,13,6,5,,,0.37,0.14,0.17,,17038,1254,15784,0,486,25.4%,0.14,83.3%,,0,0,0,0,-552,-3,-537,0,,,,,,,,,,,,,,,,Cloud 9,LOSS ,9038
8,Kog,Sneaky,ADC,,0,6,3,0.5,290,6,0,8.3,11817,337,20.5%,,13,7,2,,,0.37,0.06,0.2,,24950,8329,11776,4845,711,37.1%,0.09,50%,,0,0,0,0,-940,-27,-730,-1,,,,,,,,,,,,,,,,Cloud 9,LOSS ,9038
9,Janna,Smoothie,SUPPORT,,0,4,5,1.3,44,0,0,1.3,10198,291,17.7%,,50,8,17,,,1.43,0.48,0.23,,3210,314,1516,1380,91,4.8%,0.14,83.3%,,0,0,0,0,-187,14,-293,0,,,,,,,,,,,,,,,,Cloud 9,LOSS ,9038
0,Shen,Ziv,TOP,,1,0,8,Perfect KDA,332,10,0,8.8,14722,392,20.5%,,23,5,5,,,0.61,0.13,0.13,,14011,8520,5491,0,373,21.7%,0.24,75%,,0,0,0,0,-391,-16,-309,0,,,,,,,,,,,,,,,,ahq e-Sports Club,WIN,9037
1,Sejuani,Mountain,JUNGLE,,3,1,9,12,180,77,12,4.8,13394,356,18.6%,,33,22,11,,,0.88,0.29,0.59,,13325,7742,5331,252,355,20.6%,0.32,100%,,0,0,0,0,950,29,2052,2,,,,,,,,,,,,,,,,ahq e-Sports Club,WIN,9037
2,Fizz,westdoor,MID,,3,1,5,8,301,5,1,8,14477,385,20.1%,,8,13,2,,,0.21,0.05,0.35,,13912,2818,11019,75,370,21.5%,0.21,66.7%,,0,0,0,0,175,-17,141,1,,,,,,,,,,,,,,,,ahq e-Sports Club,WIN,9037
3,Kog,Anex,ADC,,5,0,3,Perfect KDA,401,15,4,10.7,17201,458,23.9%,,16,14,3,,,0.43,0.08,0.37,,21703,7623,13369,711,577,33.6%,0.21,66.7%,,1,0,0,0,-182,-8,-55,0,,,,,,,,,,,,,,,,ahq e-Sports Club,WIN,9037
4,Janna,Albis,SUPPORT,,0,0,9,Perfect KDA,10,0,0,0.3,12162,324,16.9%,,40,10,12,,,1.06,0.32,0.27,,1723,46,535,1142,46,2.7%,0.24,75%,,0,0,0,0,-133,-4,-295,0,,,,,,,,,,,,,,,,ahq e-Sports Club,WIN,9037
5,Jarvan IV,Huni,TOP,,0,4,1,0.3,384,4,10,10.2,14430,384,22.4%,,20,8,5,,,0.53,0.13,0.21,,14520,13419,1038,63,386,24.6%,0.03,50%,,0,0,0,0,391,16,309,0,,,,,,,,,,,,,,,,SK Telecom T1,LOSS ,9037
6,Gragas,Peanut,JUNGLE,,0,1,1,1,159,82,7,4.2,11003,293,17.1%,,32,11,6,,,0.85,0.16,0.29,,9481,630,8611,240,252,16.1%,0.03,50%,,0,0,0,0,-950,-29,-2052,-2,,,,,,,,,,,,,,,,SK Telecom T1,LOSS ,9037
7,Kassadin,Faker,MID,,2,3,0,0.7,351,7,1,9.3,14591,388,22.6%,,18,8,3,,,0.48,0.08,0.21,,22755,1685,20986,84,605,38.6%,0.05,100%,,0,0,0,0,-175,17,-141,-1,,,,,,,,,,,,,,,,SK Telecom T1,LOSS ,9037
8,Varus,Bang,ADC,,0,1,0,0,409,19,0,10.9,14336,381,22.2%,,16,11,3,,,0.43,0.08,0.29,,9971,5896,3771,304,265,16.9%,0,0%,,0,0,0,0,182,8,55,0,,,,,,,,,,,,,,,,SK Telecom T1,LOSS ,9037
9,Lulu,Wolf,SUPPORT,,0,3,1,0.3,13,0,0,0.3,10075,268,15.6%,,40,9,11,,,1.06,0.29,0.24,,2198,370,1570,258,58,3.7%,0.03,50%,,0,0,0,0,133,4,295,0,,,,,,,,,,,,,,,,SK Telecom T1,LOSS ,9037
0,Cho,Alphari,TOP,,3,0,6,Perfect KDA,276,0,1,9,13360,436,22.5%,,18,8,4,,,0.59,0.13,0.26,,11656,1658,7257,2741,380,21%,0.29,90%,,0,0,0,0,156,5,408,0,,,,,,,,,,,,,,,,Misfits,WIN,9045
1,Gragas,Maxlore,JUNGLE,,1,0,7,Perfect KDA,111,67,1,3.6,10695,349,18%,,29,5,10,,,0.95,0.33,0.16,,6650,1138,5362,150,217,12%,0.26,80%,,0,0,0,0,-139,12,-231,0,,,,,,,,,,,,,,,,Misfits,WIN,9045
2,Orianna,PowerOfEvil,MID,,3,1,5,8,284,7,9,9.3,13502,441,22.7%,,16,5,4,,,0.52,0.13,0.16,,21193,795,20298,100,691,38.1%,0.26,80%,,1,0,0,0,66,1,31,0,,,,,,,,,,,,,,,,Misfits,WIN,9045
3,Xayah,Hans sama,ADC,,3,1,3,6,281,9,0,9.2,13082,427,22%,,14,5,5,,,0.46,0.16,0.16,,14857,14221,552,84,485,26.7%,0.2,60%,,0,0,0,0,-320,-9,124,0,,,,,,,,,,,,,,,,Misfits,WIN,9045
4,Taric,IgNar,SUPPORT,,0,0,8,Perfect KDA,58,0,0,1.9,8773,286,14.8%,,28,10,7,,,0.91,0.23,0.33,,1227,348,879,0,40,2.2%,0.26,80%,,0,0,0,0,-715,-3,-675,0,,,,,,,,,,,,,,,,Misfits,WIN,9045
5,Jayce,Hauntzer,TOP,,0,4,2,0.5,259,4,0,8.5,9696,316,19.6%,,17,5,4,,,0.55,0.13,0.16,,14540,12836,1704,0,474,26.6%,0.07,100%,,0,0,0,0,-156,-5,-408,0,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,9045
6,Sejuani,Svenskeren,JUNGLE,,2,3,0,0.7,106,60,6,3.5,8713,284,17.6%,,28,6,6,,,0.91,0.2,0.2,,7311,4404,2843,64,239,13.4%,0.07,100%,,1,0,0,0,139,-12,231,0,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,9045
7,Ryze,Bjergsen,MID,,0,0,2,Perfect KDA,315,4,0,10.3,11372,371,23%,,11,6,4,,,0.36,0.13,0.2,,12929,332,12122,475,422,23.6%,0.07,100%,,0,0,0,0,-66,-1,-31,0,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,9045
8,Kog,Doublelift,ADC,,0,2,0,0,295,8,0,9.6,11213,366,22.7%,,11,9,4,,,0.36,0.13,0.29,,15836,4929,10082,825,517,28.9%,0,0%,,0,0,0,0,320,9,-124,0,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,9045
9,Karma,Biofrost,SUPPORT,,0,1,0,0,60,0,0,2,8495,277,17.2%,,29,9,5,,,0.95,0.16,0.29,,4117,699,3418,0,134,7.5%,0,0%,,0,0,0,0,715,3,675,0,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,9045
0,Maokai,Alphari,TOP,,1,4,3,1,253,4,0,5.7,13672,310,17.7%,,27,6,7,,,0.61,0.16,0.14,,19437,1636,17711,90,441,19.7%,0.09,33.3%,,0,0,0,0,-171,-26,-1033,-1,,,,,,,,,,,,,,,,Misfits,LOSS,9036
1,Rek,Maxlore,JUNGLE,,3,2,5,4,210,101,6,4.8,14224,323,18.4%,,49,14,19,,,1.11,0.43,0.32,,11713,9907,124,1682,266,11.9%,0.18,66.7%,1,0,0,0,0,567,11,208,0,,,,,,,,,,,,,,,,Misfits,LOSS,9036
2,Cassiopeia,PowerOfEvil,MID,,0,3,7,2.3,323,6,0,7.3,15099,343,19.6%,,26,7,9,,,0.59,0.2,0.16,,22396,363,22033,0,508,22.8%,0.16,58.3%,,0,0,0,0,467,10,489,0,,,,,,,,,,,,,,,,Misfits,LOSS,9036
3,Varus,Hans sama,ADC,,6,3,3,3,413,16,0,9.4,19319,438,25%,,20,18,9,,,0.45,0.2,0.41,,40989,31985,8112,892,930,41.6%,0.2,75%,,1,0,0,0,1043,17,366,0,,,,,,,,,,,,,,,,Misfits,LOSS,9036
4,Janna,IgNar,SUPPORT,,2,1,9,11,71,0,0,1.6,14815,336,19.2%,,69,21,17,,,1.57,0.39,0.48,,3891,841,2445,605,88,4%,0.25,91.7%,,0,0,0,0,1312,0,433,0,,,,,,,,,,,,,,,,Misfits,LOSS,9036
5,Cho,957,TOP,,2,2,6,4,290,0,0,6.6,14772,335,17.4%,,26,2,4,,,0.59,0.09,0.05,,15645,2460,10574,2611,355,17.8%,0.18,61.5%,,0,0,0,0,171,26,1033,1,,,,,,,,,,,,,,,,Team WE,WIN ,9036
6,Sejuani,Condi,JUNGLE,,0,0,10,Perfect KDA,190,93,4,4.3,14729,334,17.3%,,47,20,16,,,1.07,0.36,0.45,,4890,2254,2594,42,111,5.6%,0.23,76.9%,,0,0,0,0,-567,-11,-208,0,,,,,,,,,,,,,,,,Team WE,WIN ,9036
7,Lucian,xiye,MID,,5,4,6,2.8,413,11,7,9.4,19325,439,22.7%,,19,13,4,,,0.43,0.09,0.3,,26935,24434,2099,402,611,30.7%,0.25,84.6%,1,1,0,0,0,-467,-10,-489,0,,,,,,,,,,,,,,,,Team WE,WIN ,9036
8,Kog,Mystic,ADC,,5,3,7,4,423,31,0,9.6,20903,474,24.6%,,13,29,1,,,0.3,0.02,0.66,,36346,16481,18358,1507,825,41.4%,0.27,92.3%,,0,0,0,0,-1043,-17,-366,0,,,,,,,,,,,,,,,,Team WE,WIN ,9036
9,Lulu,Ben,SUPPORT,,1,3,11,4,50,0,0,1.1,15244,346,17.9%,,72,15,22,,,1.63,0.5,0.34,,3883,987,2088,808,88,4.4%,0.27,92.3%,,0,0,0,0,-1312,0,-433,0,,,,,,,,,,,,,,,,Team WE,WIN ,9036
0,Cho,Hauntzer,TOP,,2,6,0,0.3,183,6,0,7.5,7806,319,20.5%,,13,3,3,,,0.53,0.12,0.12,,9160,2441,6057,662,375,24.1%,0.08,66.7%,,0,0,0,0,-2639,-45,-1152,-1,,,,,,,,,,,,,,,,Team SoloMid,LOSS,9035
1,Gragas,Svenskeren,JUNGLE,,0,5,0,0,110,61,2,4.5,6525,267,17.1%,,21,2,3,,,0.86,0.12,0.08,,4903,604,4299,0,201,12.9%,0,0%,,0,0,0,0,-1601,-8,-1674,-2,,,,,,,,,,,,,,,,Team SoloMid,LOSS,9035
2,Cassiopeia,Bjergsen,MID,,1,2,2,1.5,247,1,0,10.1,8820,361,23.2%,,13,2,4,,,0.53,0.16,0.08,,11399,390,11009,0,467,30%,0.12,100%,,0,0,0,0,-388,17,-47,0,,,,,,,,,,,,,,,,Team SoloMid,LOSS,9035
3,Tristana,Doublelift,ADC,,0,4,2,0.5,215,2,0,8.8,8451,346,22.2%,,6,8,1,,,0.25,0.04,0.33,,9607,5752,3583,272,393,25.2%,0.08,66.7%,,0,0,0,0,-112,8,229,0,,,,,,,,,,,,,,,,Team SoloMid,LOSS,9035
4,Lulu,Biofrost,SUPPORT,,0,2,1,0.5,30,1,0,1.2,6490,266,17%,,17,5,2,,,0.7,0.08,0.2,,2985,941,2044,0,122,7.8%,0.04,33.3%,,0,0,0,0,-253,18,-995,-1,,,,,,,,,,,,,,,,Team SoloMid,LOSS,9035
5,Renekton,MMD,TOP,,6,0,2,Perfect KDA,222,4,4,9.1,12639,517,23.7%,,11,3,3,,,0.45,0.12,0.12,,15329,14352,977,0,627,24.8%,0.33,44.4%,,0,0,0,0,2639,45,1152,1,,,,,,,,,,,,,,,,Flash Wolves,WIN ,9035
6,Sejuani,Karsa,JUNGLE,,4,0,7,Perfect KDA,126,57,8,5.2,10194,417,19.1%,,30,4,10,,,1.23,0.41,0.16,,9651,5498,4105,48,395,15.6%,0.45,61.1%,,0,0,0,0,1601,8,1674,2,,,,,,,,,,,,,,,,Flash Wolves,WIN ,9035
7,Corki,Maple,MID,,3,2,10,6.5,212,2,4,8.7,10680,437,20%,,14,3,6,,,0.57,0.25,0.12,,16593,1521,15072,0,679,26.8%,0.53,72.2%,,1,0,0,0,388,-17,47,0,,,,,,,,,,,,,,,,Flash Wolves,WIN ,9035
8,Kog,Betty,ADC,,5,1,6,11,203,1,0,8.3,10990,450,20.6%,,11,7,4,,,0.45,0.16,0.29,,17621,7342,9802,477,721,28.5%,0.45,61.1%,,0,0,0,0,112,-8,-229,0,,,,,,,,,,,,,,,,Flash Wolves,WIN ,9035
9,Janna,SwordArt,SUPPORT,,0,0,14,Perfect KDA,8,0,0,0.3,8864,363,16.6%,,19,1,5,,,0.78,0.2,0.04,,2624,497,1309,818,107,4.2%,0.57,77.8%,,0,0,0,0,253,-18,995,1,,,,,,,,,,,,,,,,Flash Wolves,WIN ,9035
0,Gnar,Hauntzer,TOP,,2,0,13,Perfect KDA,357,12,0,8.9,16470,412,20.9%,,22,10,4,,,0.55,0.1,0.25,,10256,8895,1361,0,257,14.7%,0.38,78.9%,,0,0,0,0,-225,0,97,0,,,,,,,,,,,,,,,,Team SoloMid,WIN,9034
1,Sejuani,Svenskeren,JUNGLE,,4,1,14,18,129,74,6,3.2,13710,343,17.4%,,37,13,9,,,0.93,0.23,0.33,,8764,4655,4109,0,219,12.6%,0.45,94.7%,,0,0,0,0,-1245,-7,-297,-1,,,,,,,,,,,,,,,,Team SoloMid,WIN,9034
2,Cassiopeia,Bjergsen,MID,,6,1,10,16,365,4,0,9.1,18161,455,23%,,13,6,5,,,0.33,0.13,0.15,,18240,210,17880,150,457,26.2%,0.4,84.2%,,1,0,0,0,-288,14,603,1,,,,,,,,,,,,,,,,Team SoloMid,WIN,9034
3,Twitch,Doublelift,ADC,,6,3,11,5.7,309,8,5,7.7,17110,428,21.7%,,15,10,4,,,0.38,0.1,0.25,,27481,22375,2014,3092,688,39.5%,0.43,89.5%,,2,0,0,0,-1726,-34,-1652,-1,,,,,,,,,,,,,,,,Team SoloMid,WIN,9034
4,Rakan,Biofrost,SUPPORT,,1,3,16,5.7,65,0,0,1.6,13408,336,17%,,40,19,7,,,1,0.18,0.48,,4825,656,3663,506,121,6.9%,0.43,89.5%,,0,0,0,0,-775,15,34,0,,,,,,,,,,,,,,,,Team SoloMid,WIN,9034
5,Yasuo,Alphari,TOP,,1,4,1,0.5,352,17,3,8.8,13765,345,20.6%,,22,2,3,,,0.55,0.08,0.05,,8484,7710,774,0,212,11.5%,0.05,25%,,0,0,0,0,225,0,-97,0,,,,,,,,,,,,,,,,Misfits,LOSS ,9034
6,Jarvan IV,Maxlore,JUNGLE,,2,6,3,0.8,147,77,6,3.7,12002,301,18%,,37,19,13,,,0.93,0.33,0.48,,5458,3934,1186,338,137,7.4%,0.13,62.5%,,0,0,0,0,1245,7,297,1,,,,,,,,,,,,,,,,Misfits,LOSS ,9034
7,Ryze,PowerOfEvil,MID,,2,2,2,2,376,8,1,9.4,14537,364,21.7%,,17,5,7,,,0.43,0.18,0.13,,20624,690,19734,200,516,28%,0.1,50%,,0,0,0,0,288,-14,-603,-1,,,,,,,,,,,,,,,,Misfits,LOSS ,9034
8,Xayah,Hans sama,ADC,,1,3,5,2,396,26,2,9.9,16016,401,24%,,14,8,11,,,0.35,0.28,0.2,,32350,31145,633,572,810,43.9%,0.15,75%,,0,0,0,0,1726,34,1652,1,,,,,,,,,,,,,,,,Misfits,LOSS ,9034
9,Blitzcrank,IgNar,SUPPORT,,2,4,5,1.8,60,0,1,1.5,10535,264,15.8%,,74,12,24,,,1.85,0.6,0.3,,6855,2082,4170,603,172,9.3%,0.18,87.5%,,0,0,0,0,775,-15,-34,0,,,,,,,,,,,,,,,,Misfits,LOSS ,9034
0,Shen,MMD,TOP,,2,4,1,0.8,219,2,0,8,8917,326,21.4%,,13,2,4,,,0.48,0.15,0.07,,9808,5683,4125,0,359,20.8%,0.11,60%,,0,0,0,0,235,18,814,1,,,,,,,,,,,,,,,,Flash Wolves,LOSS,9033
1,Jarvan IV,Karsa,JUNGLE,,2,2,3,2.5,120,68,0,4.4,7876,288,18.9%,,24,11,6,,,0.88,0.22,0.4,,6708,5320,1072,316,245,14.2%,0.18,100%,,0,0,0,0,212,15,-152,0,,,,,,,,,,,,,,,,Flash Wolves,LOSS,9033
2,Orianna,Maple,MID,,0,3,4,1.3,240,3,0,8.8,9064,332,21.7%,,13,4,7,,,0.48,0.26,0.15,,10957,593,10329,35,401,23.2%,0.15,80%,,0,0,0,0,-760,-2,-558,0,,,,,,,,,,,,,,,,Flash Wolves,LOSS,9033
3,Xayah,Betty,ADC,,1,2,3,2,196,2,0,7.2,8552,313,20.5%,,10,5,2,,,0.37,0.07,0.18,,18540,15802,2424,314,678,39.2%,0.15,80%,,0,0,0,0,-1666,-56,-1092,-1,,,,,,,,,,,,,,,,Flash Wolves,LOSS,9033
4,Lulu,SwordArt,SUPPORT,,0,1,4,4,14,0,0,0.5,7302,267,17.5%,,20,4,4,,,0.73,0.15,0.15,,1238,90,1148,0,45,2.6%,0.15,80%,,0,0,0,0,-616,9,-126,0,,,,,,,,,,,,,,,,Flash Wolves,LOSS,9033
5,Cho,957,TOP,,3,0,4,Perfect KDA,211,1,0,7.7,10624,389,19.1%,,14,3,3,,,0.51,0.11,0.11,,11290,1547,5743,4000,413,15.8%,0.26,58.3%,,0,0,0,0,-235,-18,-814,-1,,,,,,,,,,,,,,,,Team WE,WIN ,9033
6,Gragas,Condi,JUNGLE,,0,3,3,1,102,67,3,3.7,8421,308,15.2%,,26,8,7,,,0.95,0.26,0.29,,3099,260,2737,102,113,4.3%,0.11,25%,,0,0,0,0,-212,-15,152,0,,,,,,,,,,,,,,,,Team WE,WIN ,9033
7,Corki,xiye,MID,,2,1,6,8,280,10,6,10.2,13087,479,23.6%,,9,9,4,,,0.33,0.15,0.33,,21639,2549,19090,0,792,30.2%,0.29,66.7%,,0,0,0,0,760,2,558,0,,,,,,,,,,,,,,,,Team WE,WIN ,9033
